,group,conc,age,at.risk
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.08333333333333331,0.7356475011398119
2,0.0,0.0,0.16666666666666663,0.5343956020168922
3,0.0,0.0,0.25,0.44666660804132274
4,0.0,0.0,0.33333333333333337,0.44911162310578134
5,0.0,0.0,0.41666666666666663,0.45144637742725835
6,0.0,0.0,0.5,0.4107493401266578
7,0.0,0.0,0.5833333333333334,0.33071796654837876
8,0.0,0.0,0.6666666666666667,0.2500990993794282
9,0.0,0.0,0.75,0.17619903484645347
10,0.0,0.0,0.8333333333333333,0.10828146117807178
11,0.0,0.0,0.9166666666666667,0.05368954092297036
12,0.0,0.0,1.0,0.0213844961219335
13,0.023809523809523808,0.010706638115631693,0.0,0.0003781334682618172
14,0.023809523809523808,0.010706638115631693,0.08333333333333331,0.0002110512380996189
15,0.023809523809523808,0.010706638115631693,0.16666666666666663,0.00012818656929448007
16,0.023809523809523808,0.010706638115631693,0.25,0.00010248161080798803
17,0.023809523809523808,0.010706638115631693,0.33333333333333337,0.00011973099084497612
18,0.023809523809523808,0.010706638115631693,0.41666666666666663,0.0001352892551920634
19,0.023809523809523808,0.010706638115631693,0.5,0.00010654028846374992
20,0.023809523809523808,0.010706638115631693,0.5833333333333334,7.339442094169439e-05
21,0.023809523809523808,0.010706638115631693,0.6666666666666667,4.430723107540076e-05
22,0.023809523809523808,0.010706638115631693,0.75,3.1792974970134896e-05
23,0.023809523809523808,0.010706638115631693,0.8333333333333333,1.79258263129484e-05
24,0.023809523809523808,0.010706638115631693,0.9166666666666667,9.808471001424596e-06
25,0.023809523809523808,0.010706638115631693,1.0,4.0586776557619025e-06
26,0.047619047619047616,0.011777301927194861,0.0,0.00030237148535426173
27,0.047619047619047616,0.011777301927194861,0.08333333333333331,0.0001809493788193848
28,0.047619047619047616,0.011777301927194861,0.16666666666666663,8.79380158748412e-05
29,0.047619047619047616,0.011777301927194861,0.25,9.233491666858327e-05
30,0.047619047619047616,0.011777301927194861,0.33333333333333337,7.812954487341662e-05
31,0.047619047619047616,0.011777301927194861,0.41666666666666663,9.740826373828565e-05
32,0.047619047619047616,0.011777301927194861,0.5,9.13202472546428e-05
33,0.047619047619047616,0.011777301927194861,0.5833333333333334,7.035041269987298e-05
34,0.047619047619047616,0.011777301927194861,0.6666666666666667,5.343925580086504e-05
35,0.047619047619047616,0.011777301927194861,0.75,4.3292561661460286e-05
36,0.047619047619047616,0.011777301927194861,0.8333333333333333,3.855743772973807e-05
37,0.047619047619047616,0.011777301927194861,0.9166666666666667,7.779132173543645e-06
38,0.047619047619047616,0.011777301927194861,1.0,5.7497933456626935e-06
39,0.07142857142857142,0.032119914346895075,0.0,0.0003980886334026466
40,0.07142857142857142,0.032119914346895075,0.08333333333333331,0.00026110826252068235
41,0.07142857142857142,0.032119914346895075,0.16666666666666663,0.0001823022713713054
42,0.07142857142857142,0.032119914346895075,0.25,0.0001562590897468332
43,0.07142857142857142,0.032119914346895075,0.33333333333333337,0.00015524442033289273
44,0.07142857142857142,0.032119914346895075,0.41666666666666663,0.00013900970970984514
45,0.07142857142857142,0.032119914346895075,0.5,0.00012480433791467848
46,0.07142857142857142,0.032119914346895075,0.5833333333333334,0.00010586384218778961
47,0.07142857142857142,0.032119914346895075,0.6666666666666667,0.00010214338767000787
48,0.07142857142857142,0.032119914346895075,0.75,7.508553663159519e-05
49,0.07142857142857142,0.032119914346895075,0.8333333333333333,4.9718801283083295e-05
50,0.07142857142857142,0.032119914346895075,0.9166666666666667,1.6911156899007924e-05
51,0.07142857142857142,0.032119914346895075,1.0,1.1837809829305547e-05
52,0.09523809523809523,0.034261241970021415,0.0,0.0006027136318806424
53,0.09523809523809523,0.034261241970021415,0.08333333333333331,0.0004082353275420513
54,0.09523809523809523,0.034261241970021415,0.16666666666666663,0.0002854603284552538
55,0.09523809523809523,0.034261241970021415,0.25,0.0002485940064154165
56,0.09523809523809523,0.034261241970021415,0.33333333333333337,0.0002445353287596546
57,0.09523809523809523,0.034261241970021415,0.41666666666666663,0.00022356549420488476
58,0.09523809523809523,0.034261241970021415,0.5,0.00018940495726888875
59,0.09523809523809523,0.034261241970021415,0.5833333333333334,0.00015321508150501178
60,0.09523809523809523,0.034261241970021415,0.6666666666666667,0.00010383450335990867
61,0.09523809523809523,0.034261241970021415,0.75,7.102685897583329e-05
62,0.09523809523809523,0.034261241970021415,0.8333333333333333,5.039524755904361e-05
63,0.09523809523809523,0.034261241970021415,0.9166666666666667,1.6572933761027765e-05
64,0.09523809523809523,0.034261241970021415,1.0,1.3867148657186497e-05
65,0.11904761904761904,0.034261241970021415,0.0,0.00019414008120061097
66,0.11904761904761904,0.034261241970021415,0.08333333333333331,0.0001295394618464007
67,0.11904761904761904,0.034261241970021415,0.16666666666666663,7.677665232149599e-05
68,0.11904761904761904,0.034261241970021415,0.25,7.170330525179361e-05
69,0.11904761904761904,0.034261241970021415,0.33333333333333337,7.508553663159519e-05
70,0.11904761904761904,0.034261241970021415,0.41666666666666663,6.967396642391265e-05
71,0.11904761904761904,0.034261241970021415,0.5,6.223305738834917e-05
72,0.11904761904761904,0.034261241970021415,0.5833333333333334,5.140991697298409e-05
73,0.11904761904761904,0.034261241970021415,0.6666666666666667,5.513037149076583e-05
74,0.11904761904761904,0.034261241970021415,0.75,3.788099145377775e-05
75,0.11904761904761904,0.034261241970021415,0.8333333333333333,2.6381404762452363e-05
76,0.11904761904761904,0.034261241970021415,0.9166666666666667,9.470247863444437e-06
77,0.11904761904761904,0.034261241970021415,1.0,6.088016483642852e-06
78,0.14285714285714285,0.044967880085653104,0.0,0.0007366499945207852
79,0.14285714285714285,0.044967880085653104,0.08333333333333331,0.0005069964838322576
80,0.14285714285714285,0.044967880085653104,0.16666666666666663,0.0003568254105690672
81,0.14285714285714285,0.044967880085653104,0.25,0.0003470169395676426
82,0.14285714285714285,0.044967880085653104,0.33333333333333337,0.000352090286637345
83,0.14285714285714285,0.044967880085653104,0.41666666666666663,0.0003182679728393292
84,0.14285714285714285,0.044967880085653104,0.5,0.0002739607417639284
85,0.14285714285714285,0.044967880085653104,0.5833333333333334,0.00021206590751355936
86,0.14285714285714285,0.044967880085653104,0.6666666666666667,0.0001694497921280594
